ID,Timestamp,Sector,Tipo_Emergencia,Latitud,Longitud,Confiabilidad_Usuario,Prioridad_IA,Nivel_Prioridad,Estado_IA,Tiempo_Respuesta_Min,Estado_Reporte
#1439,2026-07-14 17:22:25,Comas Sur,Accidente de Tránsito,-11.885876,-77.057522,37,97,Alta,Validado,9.1,Pendiente
#1440,2026-07-14 03:34:25,La Balanza,Emergencia Médica,-11.898905,-77.05341,55,100,Alta,Validado,1.3,Atendido
#1441,2026-07-13 22:56:25,Comas Sur,Sospecha,-11.887292,-77.041045,90,49,Media,Descartado,0.0,Atendido
#1442,2026-07-14 00:44:25,La Balanza,Emergencia Médica,-11.947731,-77.029671,63,71,Media,Validado,10.3,Pendiente
#1443,2026-07-13 19:50:25,San Agustín,Sospecha,-11.894579,-77.052379,45,45,Media,Validado,20.5,Pendiente
#1444,2026-07-14 04:26:25,San Agustín,Sospecha,-11.905981,-77.0331,75,64,Media,Validado,5.4,Pendiente
#1445,2026-07-14 19:43:25,Collique,Incendio,-11.91781,-77.048299,97,37,Baja,Validado,2.7,Pendiente
#1446,2026-07-14 02:12:25,San Agustín,Robo,-11.932353,-77.03735,93,49,Media,Validado,22.9,En Proceso
#1447,2026-07-14 15:46:25,Comas Sur,Sospecha,-11.886023,-77.013085,42,50,Media,Validado,17.2,Atendido
#1448,2026-07-14 19:14:25,La Balanza,Robo,-11.88663,-77.021851,35,22,Baja,Validado,14.3,Pendiente
#1449,2026-07-13 20:54:25,La Balanza,Robo,-11.91694,-77.052951,51,66,Media,Validado,2.4,En Proceso
#1450,2026-07-14 16:17:25,Comas Sur,Incendio,-11.906174,-77.055328,20,40,Media,Validado,18.2,En Proceso
#1451,2026-07-14 01:58:25,Collique,Incendio,-11.900207,-77.055429,52,67,Media,Validado,8.7,Atendido
#1452,2026-07-14 07:10:25,Comas Sur,Accidente de Tránsito,-11.885981,-77.019418,90,84,Alta,Validado,20.6,En Proceso
#1453,2026-07-14 02:12:25,La Balanza,Sospecha,-11.929157,-77.040615,80,38,Baja,Validado,13.2,Atendido
#1454,2026-07-14 03:58:25,Comas Sur,Incendio,-11.887374,-77.03959,64,97,Alta,Validado,2.6,En Proceso
#1455,2026-07-14 18:46:25,Comas Norte,Incendio,-11.886141,-77.032068,22,25,Baja,Validado,20.1,Atendido
#1456,2026-07-14 08:58:25,Collique,Accidente de Tránsito,-11.914835,-77.025873,69,90,Alta,Validado,6.0,Atendido
#1457,2026-07-14 16:25:25,San Agustín,Accidente de Tránsito,-11.914116,-77.043461,61,53,Media,Validado,20.3,Atendido
#1458,2026-07-14 15:04:25,San Agustín,Sospecha,-11.900423,-77.020676,29,43,Media,Validado,7.2,Pendiente
#1459,2026-07-14 11:22:25,La Balanza,Sospecha,-11.936507,-77.043394,79,60,Media,Descartado,0.0,Atendido
#1460,2026-07-14 08:23:25,Comas Sur,Sospecha,-11.912192,-77.032775,85,18,Baja,Validado,14.1,Pendiente
#1461,2026-07-14 10:14:25,Comas Norte,Sospecha,-11.896504,-77.01307,38,12,Baja,Descartado,0.0,Atendido
#1462,2026-07-14 14:39:25,Collique,Sospecha,-11.924539,-77.048286,97,25,Baja,Validado,24.3,Atendido
#1463,2026-07-13 21:02:25,Comas Sur,Robo,-11.908019,-77.014281,24,75,Media,Descartado,0.0,Atendido
#1464,2026-07-14 13:59:25,Comas Norte,Robo,-11.941511,-77.02044,69,77,Media,Descartado,0.0,Atendido
#1465,2026-07-13 21:37:25,Collique,Accidente de Tránsito,-11.908497,-77.038155,16,48,Media,Validado,19.4,En Proceso
#1466,2026-07-14 12:27:25,La Balanza,Emergencia Médica,-11.891729,-77.027255,90,28,Baja,Descartado,0.0,Atendido
#1467,2026-07-14 04:22:25,Collique,Accidente de Tránsito,-11.912274,-77.015302,39,74,Media,Descartado,0.0,Atendido
#1468,2026-07-13 19:55:25,Collique,Robo,-11.895376,-77.041831,63,64,Media,Validado,5.1,Pendiente
#1469,2026-07-14 06:37:25,Collique,Emergencia Médica,-11.945343,-77.05493,58,40,Media,Validado,14.9,En Proceso
#1470,2026-07-14 17:07:25,Comas Norte,Sospecha,-11.895366,-77.059907,44,96,Alta,Validado,17.7,En Proceso
#1471,2026-07-13 22:21:25,Comas Sur,Sospecha,-11.930029,-77.010936,34,25,Baja,Validado,10.7,Pendiente
#1472,2026-07-14 02:36:25,Comas Sur,Robo,-11.925022,-77.015831,55,17,Baja,Validado,19.8,Pendiente
#1473,2026-07-14 18:06:25,La Balanza,Emergencia Médica,-11.936739,-77.027712,41,21,Baja,Validado,4.4,Atendido
#1474,2026-07-14 19:45:25,Comas Sur,Sospecha,-11.88048,-77.048116,49,18,Baja,Validado,1.3,Pendiente
#1475,2026-07-14 06:46:25,La Balanza,Sospecha,-11.899425,-77.054029,58,61,Media,Validado,15.5,En Proceso
#1476,2026-07-14 09:44:25,Collique,Emergencia Médica,-11.941824,-77.02783,81,69,Media,Validado,20.3,Pendiente
#1477,2026-07-14 12:33:25,Comas Norte,Accidente de Tránsito,-11.931911,-77.02249,70,33,Baja,Validado,18.4,Pendiente
#1478,2026-07-14 12:10:25,La Balanza,Emergencia Médica,-11.917156,-77.049873,24,16,Baja,Validado,20.2,Atendido
#1479,2026-07-14 01:07:25,La Balanza,Incendio,-11.932912,-77.057386,76,24,Baja,Validado,9.7,Pendiente
#1480,2026-07-13 19:46:25,Comas Norte,Sospecha,-11.935998,-77.013751,19,49,Media,Validado,24.9,Pendiente
#1481,2026-07-13 21:06:25,Comas Sur,Robo,-11.932647,-77.02614,13,91,Alta,Validado,15.6,Atendido
#1482,2026-07-14 15:44:25,San Agustín,Robo,-11.920137,-77.034456,50,97,Alta,Validado,24.1,Atendido
#1483,2026-07-14 02:55:25,San Agustín,Incendio,-11.915682,-77.05256,66,18,Baja,Validado,16.3,Pendiente
#1484,2026-07-14 18:12:25,San Agustín,Incendio,-11.895092,-77.017572,64,58,Media,Validado,6.5,En Proceso
#1485,2026-07-14 06:31:25,San Agustín,Accidente de Tránsito,-11.941944,-77.021378,53,73,Media,Validado,23.8,Pendiente
#1486,2026-07-14 19:21:25,San Agustín,Robo,-11.889879,-77.015614,75,72,Media,Descartado,0.0,Atendido
#1487,2026-07-13 23:41:25,Comas Norte,Accidente de Tránsito,-11.89051,-77.057788,90,32,Baja,Descartado,0.0,Atendido
#1488,2026-07-13 22:16:25,Collique,Accidente de Tránsito,-11.928066,-77.040736,33,92,Alta,Validado,22.0,Atendido
#1489,2026-07-14 13:11:25,Comas Sur,Emergencia Médica,-11.906831,-77.014105,77,17,Baja,Descartado,0.0,Atendido
#1490,2026-07-14 06:33:25,La Balanza,Emergencia Médica,-11.901868,-77.016572,15,23,Baja,Validado,11.8,Pendiente
#1491,2026-07-14 12:26:25,San Agustín,Robo,-11.899362,-77.039828,69,24,Baja,Validado,7.3,Pendiente
#1492,2026-07-14 08:53:25,Collique,Incendio,-11.948913,-77.019719,12,36,Baja,Validado,5.8,Atendido
#1493,2026-07-14 13:45:25,La Balanza,Emergencia Médica,-11.891039,-77.028249,67,50,Media,Descartado,0.0,Atendido
#1494,2026-07-14 03:32:25,Comas Norte,Emergencia Médica,-11.912101,-77.045272,47,94,Alta,Validado,3.4,En Proceso
#1495,2026-07-13 23:23:25,Comas Norte,Accidente de Tránsito,-11.900398,-77.057608,87,48,Media,Validado,4.9,Atendido
#1496,2026-07-14 13:46:25,Comas Norte,Emergencia Médica,-11.91337,-77.049497,50,70,Media,Validado,20.3,En Proceso
#1497,2026-07-14 16:02:25,San Agustín,Emergencia Médica,-11.884829,-77.016751,12,65,Media,Validado,11.5,Pendiente
#1498,2026-07-14 02:33:25,Comas Sur,Sospecha,-11.897168,-77.035294,28,38,Baja,Validado,18.9,Pendiente
#1499,2026-07-13 20:24:25,Comas Norte,Emergencia Médica,-11.94128,-77.053177,94,85,Alta,Validado,24.1,Pendiente
#1500,2026-07-14 11:39:25,Collique,Sospecha,-11.947886,-77.037654,85,89,Alta,Validado,10.6,Atendido
